Solidity-File,Contract-Name,Avg-Assignment,Avg-blank-lines,Avg-commas,Avg-comments,Avg-comparisons,Avg-Identifiers-Length,Avg-conditionals,Avg-indentation-length,Avg-keywords,Avg-line-length,Avg-loops,Avg-number-of-identifiers,Avg-numbers,Avg-operators,Avg-parenthesis,Avg-periods,Avg-spaces,Max-Identifiers-Length,Max-indentation,Max-keywords,Max-line-length,Max-number-of-identifiers,Max-numbers,Max-char,Max-words,SLOC
2225.sol,F3DKeysCalcShort,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,6.285714285714286,0.2857142857142857,32.607142857142854,0.0,0.4642857142857143,0.7142857142857143,0.10714285714285712,3.5,0.5357142857142857,7.071428571428571,9,8,2,219,5,10,109,2,28
2225.sol,F5D,0.18155051055434637,0.10669621124179968,0.2515260319729194,0.0,0.14574347035627327,6.0351746970090785,0.04981992413980252,8.404464867133532,0.07861429422442819,36.30191433644922,0.0,1.0914009182476967,0.22197720589423917,0.0761848436119505,1.2321028825543694,0.4679019733562714,9.476319296685572,21,20,2,221,148,52,365,22,1109
2225.sol,NameFilter,0.1904761904761904,0.1111111111111111,0.1269841269841269,0.0,0.3809523809523809,4.982142857142857,0.0793650793650793,11.627906976744184,0.0317460317460317,37.04651162790697,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,13.11111111111111,13,20,2,103,56,53,83,20,63
2225.sol,PlayerBookInterface,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.875,94.5,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0,4,2,138,0,0,13,0,8
2225.sol,SafeMath,0.11310122339534105,0.0,0.1755398740692858,0.0,0.1960993799229093,1.646664446664447,0.03349673202614378,7.23653307476837,0.1993493978788096,19.379424633101106,0.022624434389140264,0.7047346716464363,0.23051784816490697,0.12519901122842297,1.2429553017788313,0.0,8.716082800641624,7,16,2,51,13,10,13,5,66
22271.sol,ContractReceiver,0.3125,0.0,0.125,0.4375,0.1875,4.083333333333333,0.0,5.5,0.125,40.0,0.0,0.75,0.875,0.1875,1.25,0.25,5.25,6,6,2,114,12,14,56,5,16
22271.sol,MyDFSToken,0.08333333333333333,0.0,0.0,0.0,0.0,7.208333333333333,0.0,5.444444444444444,0.5416666666666666,27.680555555555557,0.0,0.4444444444444444,0.16666666666666666,0.041666666666666664,1.8333333333333333,0.041666666666666664,7.8194444444444455,11,8,2,71,4,4,10,2,19
22271.sol,SafeMath,0.07083333333333333,0.0,0.26875,0.041666666666666664,0.46249999999999997,1.3072916666666667,0.0,2.8833333333333333,0.5375,28.808333333333334,0.0,1.2354166666666666,0.05,0.12708333333333333,1.775,0.0,7.175,6,4,2,73,8,2,17,3,32
22271.sol,StandardToken,0.12605820105820106,0.005291005291005289,0.23439153439153435,0.032407407407407406,0.052689594356261006,6.285684494017827,0.04805996472663138,6.9601410934744266,0.13968253968253969,29.917901234567903,0.0,1.1302469135802469,0.027777777777777776,0.0,1.5231040564373899,0.3029982363315697,8.257716049382715,18,12,2,105,37,2,50,7,96
223.sol,F3DKeysCalcLong,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,6.285714285714286,0.2857142857142857,32.75,0.0,0.4642857142857143,0.7142857142857143,0.10714285714285712,3.5,0.5357142857142857,7.214285714285714,9,8,2,219,5,10,109,2,28
223.sol,F3DexternalSettingsInterface,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,53.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0,4,1,54,0,0,7,0,4
223.sol,FoMo3Dlong,0.17090589299048461,0.005877829826791609,0.2547392532405186,0.0,0.1490565076958877,5.973378842687558,0.05112995326565872,8.424056722400232,0.0754443796643048,36.72291917501582,0.0,1.0737245968689415,0.2165575544519539,0.07470493858897864,1.2234207351372104,0.4653322159728672,10.528601942310628,21,20,2,221,148,52,365,22,1099
223.sol,JIincForwarderInterface,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,4.0,1.3333333333333333,56.833333333333336,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,7.666666666666667,0,4,2,73,0,0,7,0,6
223.sol,NameFilter,0.1904761904761904,0.0,0.1269841269841269,0.0,0.3809523809523809,4.982142857142857,0.0793650793650793,11.627906976744184,0.0317460317460317,37.16279069767442,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,14.333333333333334,13,20,2,103,56,53,83,20,63
223.sol,PlayerBookInterface,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.875,94.5,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0,4,2,138,0,0,13,0,8
223.sol,SafeMath,0.11310122339534105,0.0,0.1755398740692858,0.0,0.1960993799229093,1.646664446664447,0.03349673202614378,7.23653307476837,0.1993493978788096,19.52938483085542,0.022624434389140264,0.7047346716464363,0.23051784816490697,0.12519901122842297,1.2429553017788313,0.0,8.866042998395939,7,16,2,51,13,10,13,5,66
223.sol,otherFoMo3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0,4,2,40,0,0,4,0,1
22320.sol,DSAuth,0.10714285714285712,0.0,0.10454545454545454,0.0,0.10909090909090909,6.340000000000001,0.05454545454545454,6.659740259740259,0.14350649350649347,23.233116883116885,0.0,0.9175324675324676,0.03636363636363636,0.0,1.4155844155844157,0.21818181818181817,7.888311688311688,15,12,2,81,10,2,24,3,33
22320.sol,DSAuthority,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,5.333333333333333,0.6666666666666666,32.666666666666664,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,8.666666666666666,0,8,2,44,0,0,9,0,3
22320.sol,DSMath,0.23989898989898992,0.01515151515151515,0.5505050505050505,0.0,0.4444444444444444,1.6464285714285714,0.007575757575757575,5.666666666666667,0.6262626262626262,34.82407407407407,0.007575757575757575,1.8156565656565657,0.3838383838383838,0.3636363636363636,2.7474747474747474,0.0,11.232323232323232,7,16,2,66,16,14,14,5,44
22320.sol,DSNote,0.1538461538461538,0.2307692307692307,0.3846153846153846,0.0,0.0,4.666666666666667,0.0,8.0,0.0,23.8,0.0,0.9230769230769232,0.1538461538461538,0.0,0.7692307692307693,0.3076923076923077,7.230769230769231,12,12,0,68,12,2,15,4,13
22320.sol,ERC20,0.0,0.0,0.611111111111111,0.0,0.0,0.0,0.0,4.222222222222222,1.388888888888889,59.666666666666664,0.0,0.0,0.0,0.0,3.5555555555555554,0.0,10.222222222222223,0,8,2,76,0,0,8,0,8
22320.sol,TxManager,0.22714285714285715,0.03916666666666666,0.5592857142857143,0.0,0.03916666666666666,5.548253968253968,0.0,8.853333333333333,0.24297619047619046,42.57238095238095,0.03916666666666666,1.3699999999999999,0.2783333333333333,0.12833333333333333,2.2983333333333333,0.15916666666666665,11.252619047619046,15,26,2,119,36,18,50,7,48
22344.sol,DutchExchangeProxy,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.5,37.5,0.0,1.0,0.0,0.0,3.0,0.0,4.5,11,2,1,72,2,0,5,1,2
22344.sol,Proxy,0.23809523809523805,0.0,0.39285714285714285,0.0,0.0,10.160714285714285,0.0,7.428571428571429,0.1547619047619047,26.261904761904763,0.0,0.8333333333333333,0.5595238095238095,0.0,1.6428571428571428,0.0,8.892857142857142,14,12,2,85,14,11,29,3,20
22345.sol,DutchExchangeProxy,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.5,37.5,0.0,1.0,0.0,0.0,3.0,0.0,4.5,11,2,1,72,2,0,5,1,2
22345.sol,Proxy,0.23809523809523805,0.0,0.39285714285714285,0.0,0.0,10.160714285714285,0.0,7.428571428571429,0.1547619047619047,26.261904761904763,0.0,0.8333333333333333,0.5595238095238095,0.0,1.6428571428571428,0.0,8.892857142857142,14,12,2,85,14,11,29,3,20
224.sol,AccountRegistry,0.11875000000000001,0.025,0.037500000000000006,0.0,0.10416666666666666,12.395138888888889,0.0,3.086904761904762,0.23333333333333334,36.51607142857143,0.0,1.1333333333333333,0.14583333333333331,0.05,1.6375,0.03125,4.74375,27,4,2,100,10,2,25,3,40
224.sol,Ownable,0.24444444444444446,0.0,0.06666666666666667,0.0,0.16666666666666666,5.583333333333333,0.0,2.9555555555555557,0.17777777777777778,23.077777777777772,0.0,1.0888888888888888,0.13333333333333333,0.0,1.611111111111111,0.19444444444444442,4.577777777777778,20,4,1,65,8,2,21,3,12
22474.sol,AirEX,0.125,0.0,0.25,0.0,0.375,6.305555555555555,0.0,3.0,0.25,32.375,0.0,1.625,0.25,0.0,2.25,0.25,5.75,12,4,1,87,9,2,14,2,8
22474.sol,BasicToken,0.0,0.0,0.0,0.0,0.0,9.5,0.0,2.6666666666666665,0.6666666666666666,31.666666666666664,0.0,0.5,0.0,0.0,2.0,0.0,5.333333333333334,12,4,2,76,2,0,10,1,6
22474.sol,DepositManager,0.3055555555555555,0.0,0.0,0.0,0.0,12.055555555555555,0.08333333333333333,5.5555555555555545,0.38888888888888884,39.44444444444445,0.0,1.0555555555555556,0.0,0.0,2.0555555555555554,0.3333333333333333,7.888888888888889,22,8,2,79,6,0,17,2,10
22474.sol,MintableToken,0.0,0.0,0.0,0.0,0.0,7.666666666666667,0.0,3.0,0.0,15.25,0.0,0.75,0.0,0.0,1.5,0.0,3.5,15,4,0,30,3,0,8,1,4
22474.sol,Ownable,0.27777777777777773,0.0,0.0,0.0,0.16666666666666666,5.133333333333334,0.0,2.888888888888889,0.19444444444444442,22.027777777777775,0.0,0.9722222222222222,0.16666666666666666,0.0,1.611111111111111,0.19444444444444442,4.527777777777778,9,4,1,65,5,2,14,2,11
22474.sol,Pausable,0.125,0.0,0.0,0.0,0.0,6.395833333333334,0.0,3.0,0.125,17.625,0.0,0.875,0.0,0.0,1.5,0.0,4.125,13,4,1,51,4,0,7,1,16
22474.sol,PausableToken,0.0,0.0,1.4666666666666666,0.0,0.0,7.280000000000001,0.0,3.3333333333333335,0.3333333333333333,56.666666666666664,0.0,1.6666666666666667,0.0,0.0,2.6666666666666665,0.3333333333333333,8.133333333333333,16,6,1,119,5,0,21,1,15
22474.sol,SafeMath,0.14375,0.0,0.20625,0.0,0.35,1.6145833333333333,0.03125,3.2375,0.4125,25.1625,0.0,1.05,0.125,0.2375,1.65,0.0,6.65,6,6,2,70,8,4,11,3,21
22474.sol,SalesManagerUpgradable,0.24232456140350875,0.0,0.07529239766081872,0.0,0.025584795321637425,8.222094459021454,0.025584795321637425,6.080409356725146,0.2682748538011696,34.385233918128655,0.005847953216374269,1.0975877192982457,0.058479532163742694,0.005847953216374269,1.810672514619883,0.19919590643274854,8.341008771929824,20,12,2,95,31,4,55,10,89
22474.sol,StandardToken,0.0,0.0,0.3333333333333333,0.0,0.0,7.0,0.0,2.6666666666666665,0.6666666666666666,42.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,8,4,2,86,3,0,13,1,3
22478.sol,CanReclaimToken,0.25,0.0,0.25,0.0,0.0,5.833333333333333,0.0,3.0,0.25,37.0,0.0,1.5,0.0,0.0,2.0,0.5,5.25,9,4,1,62,6,0,15,2,4
22478.sol,ERC20,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.6666666666666665,0.8333333333333334,53.666666666666664,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,7.5,0,4,2,73,0,0,8,0,5
22478.sol,ERC20Basic,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,62.666666666666664,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,69,0,0,5,0,3
22478.sol,IBasicMultiToken,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.0,1.6,70.0,0.0,0.0,0.0,0.0,3.2,0.0,9.1,0,4,2,102,0,0,10,0,10
22478.sol,IMultiToken,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.75,116.25,0.0,0.0,0.0,0.0,4.0,0.0,13.75,0,4,2,145,0,0,14,0,4
22478.sol,MultiBuyer,0.25,0.1041666666666666,0.2916666666666667,0.0416666666666666,0.25,5.875,0.0833333333333333,9.674418604651162,0.0416666666666666,42.83720930232558,0.0625,1.5,0.5,0.3125,1.75,0.5208333333333334,11.479166666666666,14,16,2,125,72,24,108,16,48
22478.sol,Ownable,0.1625,0.0,0.05,0.0,0.125,8.598214285714285,0.0,2.966666666666667,0.19583333333333333,28.03333333333333,0.0,1.1,0.225,0.0,1.875,0.0625,4.570833333333333,20,4,1,66,7,2,21,3,16
22478.sol,SafeERC20,0.0,0.0,0.8333333333333334,0.0,0.0,5.116666666666666,0.0,2.8444444444444446,0.25555555555555554,32.65555555555556,0.0,1.0555555555555556,0.0,0.0,2.0444444444444443,0.25555555555555554,5.077777777777778,7,4,1,79,5,0,15,1,16
22478.sol,SafeMath,0.07083333333333333,0.020833333333333325,0.175,0.1875,0.30833333333333335,1.5674603174603174,0.020833333333333325,3.154166666666667,0.35,25.425,0.0,0.9333333333333333,0.08333333333333333,0.1958333333333333,1.4,0.0,5.233333333333333,6,6,2,72,9,4,25,3,27
2248.sol,Farm,0.1,0.2,0.2,0.0,0.2,4.916666666666667,0.0,3.2,0.2,46.8,0.0,1.2,0.2,0.0,1.6,0.7,4.4,10,4,2,80,12,2,31,6,10
2248.sol,P3D,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.0,1.5,59.9,0.0,0.0,0.0,0.0,3.2,0.0,5.9,0,2,2,88,0,0,8,0,10
2248.sol,ProxyCrop,0.05,0.15,0.55,0.0,0.0,10.416666666666666,0.0,6.8,0.1,35.9,0.0,0.6,0.5,0.0,1.0,0.0,7.85,14,8,2,106,12,10,25,3,20
22480.sol,CanReclaimToken,0.25,0.0,0.25,0.0,0.0,5.833333333333333,0.0,3.0,0.25,37.0,0.0,1.5,0.0,0.0,2.0,0.5,5.25,9,4,1,62,6,0,15,2,4
22480.sol,ERC20,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.6666666666666665,0.8333333333333334,53.666666666666664,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,7.5,0,4,2,73,0,0,8,0,5
22480.sol,ERC20Basic,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,62.666666666666664,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,69,0,0,5,0,3
22480.sol,IBasicMultiToken,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.0,1.6,70.0,0.0,0.0,0.0,0.0,3.2,0.0,9.1,0,4,2,102,0,0,10,0,10
22480.sol,IMultiToken,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.75,116.25,0.0,0.0,0.0,0.0,4.0,0.0,13.75,0,4,2,145,0,0,14,0,4
22480.sol,MultiBuyer,0.25,0.1041666666666666,0.2916666666666667,0.0416666666666666,0.25,5.875,0.0833333333333333,9.674418604651162,0.0416666666666666,42.83720930232558,0.0625,1.5,0.5,0.3125,1.75,0.5208333333333334,11.479166666666666,14,16,2,125,72,24,108,16,48
22480.sol,Ownable,0.1625,0.0,0.05,0.0,0.125,8.598214285714285,0.0,2.966666666666667,0.19583333333333333,28.03333333333333,0.0,1.1,0.225,0.0,1.875,0.0625,4.570833333333333,20,4,1,66,7,2,21,3,16
22480.sol,SafeERC20,0.0,0.0,0.8333333333333334,0.0,0.0,5.116666666666666,0.0,2.8444444444444446,0.25555555555555554,32.65555555555556,0.0,1.0555555555555556,0.0,0.0,2.0444444444444443,0.25555555555555554,5.077777777777778,7,4,1,79,5,0,15,1,16
22480.sol,SafeMath,0.07083333333333333,0.020833333333333325,0.175,0.1875,0.30833333333333335,1.5674603174603174,0.020833333333333325,3.154166666666667,0.35,25.425,0.0,0.9333333333333333,0.08333333333333333,0.1958333333333333,1.4,0.0,5.233333333333333,6,6,2,72,9,4,25,3,27
22485.sol,CanReclaimToken,0.25,0.0,0.25,0.0,0.0,5.833333333333333,0.0,3.0,0.25,37.0,0.0,1.5,0.0,0.0,2.0,0.5,5.25,9,4,1,62,6,0,15,2,4
22485.sol,ERC20,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.6666666666666665,0.8333333333333334,53.666666666666664,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,7.5,0,4,2,73,0,0,8,0,5
22485.sol,ERC20Basic,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,62.666666666666664,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,69,0,0,5,0,3
22485.sol,IBasicMultiToken,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.0,1.6,70.0,0.0,0.0,0.0,0.0,3.2,0.0,9.1,0,4,2,102,0,0,10,0,10
22485.sol,IMultiToken,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.75,116.25,0.0,0.0,0.0,0.0,4.0,0.0,13.75,0,4,2,145,0,0,14,0,4
22485.sol,MultiBuyer,0.25,0.1041666666666666,0.2916666666666667,0.0416666666666666,0.25,5.875,0.0833333333333333,9.674418604651162,0.0416666666666666,42.83720930232558,0.0625,1.5,0.5,0.3125,1.75,0.5208333333333334,11.479166666666666,14,16,2,125,72,24,108,16,48
22485.sol,Ownable,0.1625,0.0,0.05,0.0,0.125,8.598214285714285,0.0,2.966666666666667,0.19583333333333333,28.03333333333333,0.0,1.1,0.225,0.0,1.875,0.0625,4.570833333333333,20,4,1,66,7,2,21,3,16
22485.sol,SafeERC20,0.0,0.0,0.8333333333333334,0.0,0.0,5.116666666666666,0.0,2.8444444444444446,0.25555555555555554,32.65555555555556,0.0,1.0555555555555556,0.0,0.0,2.0444444444444443,0.25555555555555554,5.077777777777778,7,4,1,79,5,0,15,1,16
22485.sol,SafeMath,0.07083333333333333,0.020833333333333325,0.175,0.1875,0.30833333333333335,1.5674603174603174,0.020833333333333325,3.154166666666667,0.35,25.425,0.0,0.9333333333333333,0.08333333333333333,0.1958333333333333,1.4,0.0,5.233333333333333,6,6,2,72,9,4,25,3,27
2249.sol,NameFilter,0.1904761904761904,0.0,0.1269841269841269,0.0,0.3809523809523809,4.982142857142857,0.0793650793650793,11.627906976744184,0.0317460317460317,37.16279069767442,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,14.333333333333334,13,20,2,103,56,53,83,20,63
2249.sol,RSKeysCalc,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,6.285714285714286,0.2857142857142857,32.75,0.0,0.4642857142857143,0.7142857142857143,0.10714285714285712,3.5,0.5357142857142857,7.214285714285714,9,8,2,219,5,10,109,2,28
2249.sol,RatBookInterface,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.875,94.5,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0,4,2,138,0,0,13,0,8
2249.sol,RatInterfaceForForwarder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,54.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,4,2,54,0,0,5,0,1
2249.sol,RatScam,0.16752007045679965,0.0069516594516594475,0.21779287360200464,0.0,0.1538498733981479,6.254237533463991,0.05002420041637171,8.418740534401238,0.07808115630149255,34.34005502674715,0.0,0.9271181566426311,0.18826274156927297,0.06208969814878666,1.2073183484018057,0.4222965598820917,10.389764781165065,21,24,2,174,114,52,367,21,991
2249.sol,SafeMath,0.10042735042735043,0.0,0.18711843711843706,0.0,0.17649572649572648,1.7396336996336998,0.01666666666666666,6.895604395604396,0.21568986568986565,19.458791208791208,0.01538461538461538,0.7162698412698413,0.15897435897435896,0.12670940170940168,1.2327228327228328,0.0,8.556898656898657,7,12,2,51,13,6,11,5,49
225.sol,SafeMath,0.1652380952380952,0.1352380952380952,0.1652380952380952,0.0,0.2419047619047619,2.5683333333333334,0.02,3.2700000000000005,0.3304761904761905,25.9,0.0,0.9028571428571428,0.23714285714285716,0.1852380952380952,1.401904761904762,0.0,5.6657142857142855,7,6,2,72,8,4,11,3,33
225.sol,StandardToken,0.19103535353535353,0.026515151515151512,0.2698232323232323,0.0,0.11085858585858586,7.258954603188349,0.005681818181818182,3.2795136236312703,0.23068181818181815,32.38797109752992,0.0,1.4965909090909089,0.14772727272727273,0.0,1.6141414141414143,0.325,5.065530303030303,16,6,2,79,32,4,45,7,95
22500.sol,CanReclaimToken,0.25,0.0,0.25,0.0,0.0,5.833333333333333,0.0,3.0,0.25,37.0,0.0,1.5,0.0,0.0,2.0,0.5,5.25,9,4,1,62,6,0,15,2,4
22500.sol,ERC20,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.6666666666666665,0.8333333333333334,53.666666666666664,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,7.5,0,4,2,73,0,0,8,0,5
22500.sol,ERC20Basic,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,62.666666666666664,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,69,0,0,5,0,3
22500.sol,IBasicMultiToken,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.0,1.6,70.0,0.0,0.0,0.0,0.0,3.2,0.0,9.1,0,4,2,102,0,0,10,0,10
22500.sol,IMultiToken,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.75,116.25,0.0,0.0,0.0,0.0,4.0,0.0,13.75,0,4,2,145,0,0,14,0,4
22500.sol,MultiBuyer,0.25,0.1041666666666666,0.2916666666666667,0.0416666666666666,0.25,5.875,0.0833333333333333,9.674418604651162,0.0416666666666666,42.83720930232558,0.0625,1.5,0.5,0.3125,1.75,0.5208333333333334,11.479166666666666,14,16,2,125,72,24,108,16,48
22500.sol,Ownable,0.1625,0.0,0.05,0.0,0.125,8.598214285714285,0.0,2.966666666666667,0.19583333333333333,28.03333333333333,0.0,1.1,0.225,0.0,1.875,0.0625,4.570833333333333,20,4,1,66,7,2,21,3,16
22500.sol,SafeERC20,0.0,0.0,0.8333333333333334,0.0,0.0,5.116666666666666,0.0,2.8444444444444446,0.25555555555555554,32.65555555555556,0.0,1.0555555555555556,0.0,0.0,2.0444444444444443,0.25555555555555554,5.077777777777778,7,4,1,79,5,0,15,1,16
22500.sol,SafeMath,0.07083333333333333,0.020833333333333325,0.175,0.1875,0.30833333333333335,1.5674603174603174,0.020833333333333325,3.154166666666667,0.35,25.425,0.0,0.9333333333333333,0.08333333333333333,0.1958333333333333,1.4,0.0,5.233333333333333,6,6,2,72,9,4,25,3,27
22511.sol,Eclipse,0.427965367965368,0.046753246753246734,0.15064935064935064,0.06493506493506492,0.03636363636363636,8.586515151515153,0.0,6.542222222222222,0.1849350649350649,39.38888888888889,0.0,1.4897835497835499,0.26666666666666666,0.16424242424242422,0.9303896103896104,0.2244155844155844,8.2987012987013,17,8,2,111,25,10,38,6,37
22511.sol,StandardToken,0.04,0.0,0.3422222222222222,0.02222222222222222,0.17777777777777776,6.308030303030303,0.04444444444444444,7.08,0.3511111111111111,43.80555555555556,0.0,1.4755555555555557,0.08888888888888888,0.11111111111111112,1.7422222222222223,0.1911111111111111,10.306666666666667,9,12,2,102,22,2,34,7,29
22511.sol,Token,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,70.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0,4,2,70,0,0,7,0,1
22511.sol,owned,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,5.111111111111111,0.0,5.5555555555555545,0.2222222222222222,23.888888888888886,0.0,0.8888888888888888,0.0,0.0,1.222222222222222,0.19444444444444442,7.222222222222222,9,8,1,67,4,0,11,1,10
2252.sol,AccessAdmin,0.20833333333333331,0.0,0.14583333333333331,0.0,0.0,7.770833333333333,0.0,2.9166666666666665,0.14583333333333331,29.041666666666664,0.0,1.2083333333333333,0.125,0.0,1.4583333333333333,0.125,4.666666666666667,15,4,1,82,6,2,12,2,15
2252.sol,CardsInterface,0.0,0.0,1.4,0.0,0.0,0.0,0.0,2.0,1.2,90.0,0.0,0.0,0.0,0.0,2.4,0.0,8.2,0,2,2,119,0,0,10,0,5
2252.sol,CardsRaffle,0.21158775376198977,0.0087719298245614,0.3888815880167748,0.0,0.11796604051485206,9.670092146982851,0.028138377374370565,3.5851568022620657,0.27900255575871025,42.47038921422145,0.009829059829059817,1.2488007070509193,0.15682926298376212,0.05338089330024814,1.7990768251273346,0.2811940417628023,6.2795029149072015,27,12,2,146,53,14,141,9,147
2252.sol,Ownable,0.24444444444444446,0.0,0.06666666666666667,0.0,0.16666666666666666,5.583333333333333,0.0,2.9555555555555557,0.17777777777777778,22.74444444444444,0.0,1.0888888888888888,0.13333333333333333,0.0,1.611111111111111,0.19444444444444442,4.511111111111111,20,4,1,65,8,2,20,3,12
2252.sol,RareInterface,0.0,0.0,0.6607142857142857,0.0,0.0,0.0,0.0,2.25,1.3214285714285714,65.53571428571429,0.0,0.0,0.0,0.0,2.642857142857143,0.0,7.196428571428571,0,4,2,80,0,0,16,0,14
2252.sol,SafeMath,0.12291666666666665,0.0,0.18541666666666665,0.0,0.35,1.6145833333333333,0.03125,3.2375,0.37083333333333335,25.1625,0.0,0.9875,0.125,0.21666666666666665,1.525,0.0,6.504166666666666,6,6,2,70,8,4,11,3,23
22533.sol,QUICK_DEPOSIT_FOR_FUN,0.10493506493506492,0.0,0.0,0.0,0.16311688311688308,6.514285714285714,0.08675324675324673,5.923116883116883,0.5735064935064935,23.98857142857143,0.0,0.6168831168831168,0.3054545454545455,0.08493506493506492,1.556883116883117,0.26129870129870125,6.988311688311688,18,12,2,83,8,8,22,4,39
2254.sol,TokenMomos,0.09605042016806722,0.0,0.3774183006535948,0.0,0.18164332399626518,6.598635531135531,0.01428571428571428,6.61015873015873,0.18389822595704947,41.48904761904762,0.0,1.5725210084033612,0.17843137254901958,0.2113165266106442,1.6871148459383754,0.2653174603174603,11.724603174603175,18,12,1,111,32,10,44,9,71
2254.sol,owned,0.16666666666666666,0.0,0.0,0.0,0.25,5.666666666666666,0.0,5.666666666666666,0.16666666666666666,25.666666666666668,0.0,1.0,0.0,0.0,1.1666666666666665,0.125,7.333333333333334,9,8,1,67,4,0,11,1,7
2254.sol,tokenRecipient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,128,0,0,16,0,1
22572.sol,DeltaBalances,0.2529059829059829,0.0,0.19205128205128202,0.04769230769230768,0.10816239316239314,4.9930622710622705,0.02269230769230768,3.585,0.2509401709401709,33.03075396825397,0.04213675213675212,1.232905982905983,0.2817094017094017,0.16696581196581195,2.102393162393162,0.3491025641025641,6.307264957264957,12,8,2,116,25,12,45,6,77
22572.sol,Token,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,1.5,85.5,0.0,0.0,0.0,2.5,4.0,0.0,9.5,0,2,2,87,0,0,5,0,2
226.sol,KeysCalc,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,6.285714285714286,0.2857142857142857,32.607142857142854,0.0,0.4642857142857143,0.7142857142857143,0.10714285714285712,3.5,0.5357142857142857,7.071428571428571,9,8,2,219,5,10,109,2,28
226.sol,NameFilter,0.1967213114754098,0.1147540983606557,0.0163934426229508,0.0,0.3934426229508196,4.982142857142857,0.081967213114754,11.317073170731708,0.0327868852459016,31.5609756097561,0.0163934426229508,0.918032786885246,0.8688524590163934,0.081967213114754,0.9836065573770492,0.0163934426229508,12.327868852459016,13,20,2,83,56,53,70,20,61
