Solidity-File,Contract-Name,Avg-Assignment,Avg-blank-lines,Avg-commas,Avg-comments,Avg-comparisons,Avg-Identifiers-Length,Avg-conditionals,Avg-indentation-length,Avg-keywords,Avg-line-length,Avg-loops,Avg-number-of-identifiers,Avg-numbers,Avg-operators,Avg-parenthesis,Avg-periods,Avg-spaces,Max-Identifiers-Length,Max-indentation,Max-keywords,Max-line-length,Max-number-of-identifiers,Max-numbers,Max-char,Max-words,SLOC,ground truth,type
2655,SafeMath,0.113101223395341,0.0,0.1755398740692858,0.0,0.1960993799229093,1.646664446664447,0.0334967320261437,7.23653307476837,0.1993493978788096,19.379424633101102,0.0226244343891402,0.7047346716464363,0.2305178481649069,0.1251990112284229,1.2429553017788313,0.0,8.716082800641624,7,16,2,51,13,10,13,5,66,,
2658,SafeMath,0.1229166666666666,0.0,0.1854166666666666,0.0,0.35,1.6145833333333333,0.03125,3.2375,0.3708333333333333,22.875,0.0,0.9875,0.125,0.2166666666666666,1.525,0.0,6.504166666666666,6,6,2,61,8,4,11,3,23,,
2658,ZTHInterface,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,72.0,0.0,0.0,0.0,0.0,4.0,0.0,8.666666666666666,0,2,2,77,0,0,8,0,3,0,block number dependency
2658,Zethroll,0.084357420654212,0.031671759612936,0.1423032849503437,0.0,0.1197450054401926,8.720487750885479,0.0048990670648424,3.3266089466089466,0.2692880871356807,28.42954906204906,0.0,0.8253061555200593,0.0838860337523439,0.0880732458272565,1.489371947125958,0.1258756395120031,4.9625871009560845,25,13,2,123,44,14,71,9,256,1,block number dependency
266,TheEmperorsCoin,0.0198717948717948,0.1179487179487179,0.1737179487179487,0.0,0.1102564102564102,7.273864757037834,0.0,5.987301587301587,0.3230769230769231,35.63174603174603,0.0,0.8756410256410256,0.0102564102564102,0.0698717948717948,1.3487179487179486,0.0897435897435897,7.560897435897436,16,8,2,101,32,2,34,9,86,0,integer overflow
267,BasicToken,0.0,0.0,0.0,0.0,0.0,9.5,0.0,2.6666666666666665,0.6666666666666666,30.333333333333336,0.0,0.5,0.0,0.0,2.0,0.0,5.166666666666666,12,4,2,68,2,0,9,1,6,0,ether strict equality
267,FrozenableToken,0.0571428571428571,0.0,0.6285714285714284,0.0,0.0,7.636904761904761,0.0,4.961904761904762,0.2666666666666666,50.978571428571435,0.0,1.8047619047619048,0.0571428571428571,0.0,2.9761904761904767,0.2738095238095238,8.416666666666666,16,8,1,133,9,2,23,3,24,0,ether strict equality
267,Ownable,0.1333333333333333,0.0,0.0666666666666666,0.0,0.1666666666666666,8.380952380952381,0.0,2.9555555555555557,0.1777777777777777,28.21111111111111,0.0,1.1333333333333333,0.1333333333333333,0.0,1.8333333333333333,0.0833333333333333,4.511111111111111,20,4,1,66,7,2,21,3,12,0,ether strict equality
267,Pausable,0.125,0.0,0.0,0.0,0.0,6.395833333333334,0.0,3.0,0.125,18.25,0.0,0.875,0.0,0.0,1.5,0.0,4.25,13,4,1,51,4,0,8,1,16,0,ether strict equality
267,SafeMath,0.0727272727272727,0.0,0.1768939393939393,0.1931818181818181,0.3159090909090909,1.5674603174603174,0.0227272727272727,3.154166666666667,0.3537878787878787,25.425,0.0,0.9503787878787878,0.0909090909090909,0.1996212121212121,1.4227272727272728,0.0,5.335606060606061,6,6,2,72,9,4,25,3,26,,
267,StandardToken,0.0,0.0,0.3333333333333333,0.0,0.0,7.0,0.0,2.6666666666666665,0.6666666666666666,42.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,8,4,2,86,3,0,13,1,3,0,ether strict equality
267,TokenDestructible,0.25,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.0833333333333333,5.642857142857143,0.0,4.25,0.0833333333333333,33.625,0.0833333333333333,1.1666666666666667,0.1666666666666666,0.1666666666666666,1.3333333333333333,0.25,4.583333333333333,12,6,1,56,14,2,27,3,12,0,ether strict equality
2670,TwentyDollars,0.0914529914529914,0.0064102564102564,0.0,0.0,0.2133547008547008,6.9315476190476195,0.0,5.972222222222222,0.2794871794871794,31.145833333333332,0.0,0.9077991452991452,0.1628205128205128,0.0294871794871794,1.7523504273504271,0.3485042735042735,7.731196581196581,18,8,2,84,14,4,24,4,58,1,block number dependency
268,CanReclaimToken,0.25,0.0,0.25,0.0,0.0,5.833333333333333,0.0,3.0,0.25,37.0,0.0,1.5,0.0,0.0,2.0,0.5,5.25,9,4,1,62,6,0,15,2,4,0,reentrancy
268,ERC20,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,2.6666666666666665,0.8333333333333334,53.666666666666664,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,7.5,0,4,2,73,0,0,8,0,5,0,reentrancy
268,ERC20Basic,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,62.666666666666664,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,2,2,69,0,0,5,0,3,0,reentrancy
268,IBasicMultiToken,0.0,0.0,0.8,0.0,0.0,0.0,0.0,4.0,1.6,70.0,0.0,0.0,0.0,0.0,3.2,0.0,9.1,0,4,2,102,0,0,10,0,10,0,reentrancy
268,IMultiToken,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.75,116.25,0.0,0.0,0.0,0.0,4.0,0.0,13.75,0,4,2,145,0,0,14,0,4,0,reentrancy
268,MultiBuyer,0.25,0.1041666666666666,0.2916666666666667,0.0416666666666666,0.25,5.875,0.0833333333333333,9.674418604651162,0.0416666666666666,42.83720930232558,0.0625,1.5,0.5,0.3125,1.75,0.5208333333333334,11.479166666666666,14,16,2,125,72,24,108,16,48,1,reentrancy
268,Ownable,0.1625,0.0,0.05,0.0,0.125,8.598214285714285,0.0,2.966666666666667,0.1958333333333333,28.03333333333333,0.0,1.1,0.225,0.0,1.875,0.0625,4.570833333333333,20,4,1,66,7,2,21,3,16,0,reentrancy
268,SafeERC20,0.0,0.0,0.8333333333333334,0.0,0.0,5.116666666666666,0.0,2.844444444444445,0.2555555555555555,32.65555555555556,0.0,1.0555555555555556,0.0,0.0,2.0444444444444443,0.2555555555555555,5.077777777777778,7,4,1,79,5,0,15,1,16,,
268,SafeMath,0.0708333333333333,0.0208333333333333,0.175,0.1875,0.3083333333333333,1.5674603174603174,0.0208333333333333,3.154166666666667,0.35,25.425,0.0,0.9333333333333332,0.0833333333333333,0.1958333333333333,1.4,0.0,5.233333333333333,6,6,2,72,9,4,25,3,27,,
2684,F3DKeysCalcLong,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,4.571428571428571,0.2857142857142857,30.892857142857142,0.0,0.4642857142857143,0.7142857142857143,0.1071428571428571,3.5,0.5357142857142857,5.357142857142857,9,8,2,219,5,10,109,2,28,,
2684,FoMo3Dlong,0.1798626705522397,0.1051388306677334,0.2630273301924343,0.0,0.1494311306427808,6.064524818768972,0.0507431621425481,7.740951696899119,0.0765103091704447,35.888033449916996,0.0,1.0978388107081074,0.2212893845985992,0.0763073866159327,1.2399839215680597,0.4626459629867789,9.049115385844647,21,24,2,221,130,46,309,19,1054,0,timestamp dependency
2684,NameFilter,0.1904761904761904,0.1111111111111111,0.1269841269841269,0.0,0.3809523809523809,4.982142857142857,0.0793650793650793,11.16279069767442,0.0317460317460317,36.58139534883721,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,12.603174603174605,13,20,2,103,56,53,83,20,63,,
2684,PlayerBookInterface,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.875,94.5,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0,4,2,138,0,0,13,0,8,,
2684,SafeMath,0.113101223395341,0.0,0.1755398740692858,0.0,0.1960993799229093,1.646664446664447,0.0334967320261437,6.040436687495511,0.1993493978788096,18.18332824582825,0.0226244343891402,0.7047346716464363,0.2305178481649069,0.1251990112284229,1.2429553017788313,0.0,7.519986413368766,7,16,2,51,13,10,13,5,66,,
2688,F3d,0.1895056528900868,0.0064501143510577,0.1008658008658008,0.0,0.1239370343143928,6.434138687791284,0.0536491373755524,5.101923991711813,0.2310283881038597,33.15724774549813,0.0031039562289562,1.2651911352972671,0.1830260715873923,0.0337511457794476,1.843447616324975,0.5316378633595614,7.037310492617096,20,18,2,123,117,36,163,18,296,1,timestamp dependency
2688,SafeMath,0.0648148148148148,0.0,0.2129629629629629,0.0,0.2685185185185185,1.907936507936508,0.0277777777777777,6.833333333333333,0.2129629629629629,20.75,0.0,0.7175925925925926,0.1111111111111111,0.1342592592592592,0.9629629629629628,0.0,8.796296296296296,7,12,2,51,9,4,11,3,29,,
269,TokenERC20,0.1097222222222222,0.0,0.4435515873015873,0.0,0.2079365079365079,6.517525183150183,0.0138888888888888,6.912698412698413,0.1435515873015873,40.37777777777778,0.0,1.7323412698412697,0.05,0.1857142857142857,1.4424603174603174,0.2362103174603174,11.769642857142856,16,12,1,101,32,2,34,9,61,0,integer overflow
269,tokenRecipient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,128,0,0,16,0,1,,
2699,F3DKeysCalcShort,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,6.285714285714286,0.2857142857142857,32.607142857142854,0.0,0.4642857142857143,0.7142857142857143,0.1071428571428571,3.5,0.5357142857142857,7.071428571428571,9,8,2,219,5,10,109,2,28,,
2699,NameFilter,0.1904761904761904,0.1111111111111111,0.1269841269841269,0.0,0.3809523809523809,4.982142857142857,0.0793650793650793,11.627906976744184,0.0317460317460317,37.04651162790697,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,13.11111111111111,13,20,2,103,56,53,83,20,63,,
2699,PlayerBookInterface,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.875,94.5,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0,4,2,138,0,0,13,0,8,,
2699,PoHMO4D,0.1808424652394462,0.1073082504123065,0.2515260319729194,0.0,0.1457314695882241,6.031809781466371,0.0498079233717533,8.404464867133532,0.078602293456379,36.28802544756034,0.0,1.0898749744334464,0.2207494350092102,0.0755109543291902,1.2302510717307844,0.4672280840735111,9.468071076491787,21,20,2,221,148,52,365,22,1111,0,timestamp dependency
2699,SafeMath,0.113101223395341,0.0,0.1755398740692858,0.0,0.1960993799229093,1.646664446664447,0.0334967320261437,7.23653307476837,0.1993493978788096,19.379424633101102,0.0226244343891402,0.7047346716464363,0.2305178481649069,0.1251990112284229,1.2429553017788313,0.0,8.716082800641624,7,16,2,51,13,10,13,5,66,,
27,ROSCtoken,0.1571428571428571,0.0204081632653061,0.5091836734693878,0.2571428571428571,0.0999999999999999,7.912166405023548,0.0,6.380952380952381,0.2346938775510204,50.61666666666667,0.0,1.7367346938775512,0.0693877551020408,0.4336734693877551,1.4489795918367343,0.2285714285714286,14.101020408163263,13,8,2,145,28,2,57,6,39,1,ether strict equality
27,TokenERC20,0.1015873015873015,0.0,0.4426303854875283,0.2215419501133786,0.1519274376417233,6.537885923600209,0.0158730158730158,6.738321995464852,0.1664399092970521,45.08480725623583,0.0,1.4941043083900227,0.0285714285714285,0.3623582766439909,1.4294784580498867,0.2628117913832199,13.385714285714286,14,12,1,102,21,2,41,6,49,0,ether strict equality
27,owned,0.2222222222222222,0.0,0.0,0.0,0.1666666666666666,5.111111111111111,0.0,5.111111111111111,0.2222222222222222,23.777777777777786,0.0,0.8888888888888888,0.0,0.0,1.222222222222222,0.1944444444444444,7.111111111111112,9,8,1,67,4,0,11,1,10,0,ether strict equality
27,tokenRecipient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,126,0,0,14,0,1,,
270,COPIthereum,0.10359477124183,0.0,0.4167133520074696,0.0,0.1697012138188608,6.533150183150183,0.0138888888888888,6.796031746031746,0.1529878618113912,40.24186507936508,0.0,1.5426353874883287,0.0397058823529411,0.1599789915966386,1.353734827264239,0.2299603174603174,12.133998599439776,16,12,1,101,32,2,34,9,66,0,integer overflow
270,tokenRecipient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,126.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,126,0,0,14,0,1,,
2711,ExhibationLinkingCoin,0.1675456447403538,0.0076361819090454,0.153477208764039,0.0,0.1215738018559103,7.350842982676605,0.0984946844630881,8.713207067214741,0.1571949353563173,27.344635889820054,0.0046231364604436,1.063996070253875,0.2092266864115574,0.1010079665882961,1.3672099236177044,0.2740520854456755,3.657129899019553,25,20,2,172,59,20,107,14,393,1,timestamp dependency
2711,IterableMapping,0.1365079365079365,0.0,0.2196145124716553,0.0,0.1331065759637188,5.49625850340136,0.0253968253968253,3.0977324263038546,0.1815192743764172,29.035260770975057,0.0204081632653061,0.7984126984126984,0.2444444444444444,0.2125850340136054,1.3426303854875283,0.5387755102040817,5.383446712018141,12,6,1,94,15,4,46,6,48,,
2716,BasicToken,0.15,0.05,0.15,0.0,0.1,6.25,0.0,3.083333333333333,0.3833333333333333,37.52083333333333,0.0,1.3333333333333333,0.1,0.0,1.9,0.3,5.483333333333333,8,4,2,76,20,2,30,5,13,0,timestamp dependency
2716,HasNoEther,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.333333333333333,0.4166666666666666,22.333333333333336,0.0,0.6666666666666666,0.0,0.0,2.666666666666667,0.3333333333333333,3.5,9,4,1,46,4,0,10,1,5,0,timestamp dependency
2716,MintableToken,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,6.428571428571429,0.0,3.4285714285714284,0.1428571428571428,36.0,0.0,2.0,0.2857142857142857,0.0,2.2857142857142856,0.2857142857142857,6.0,11,4,1,71,14,2,24,4,7,,
2716,Ownable,0.2,0.0,0.1,0.0,0.25,6.375,0.0,3.1,0.1,25.45,0.0,1.3,0.2,0.0,1.75,0.125,4.7,20,4,1,65,8,2,21,3,9,0,timestamp dependency
2716,SafeMath,0.1229166666666666,0.0,0.1854166666666666,0.0,0.35,1.6145833333333333,0.03125,3.2375,0.3708333333333333,25.1625,0.0,0.9875,0.125,0.2166666666666666,1.525,0.0,6.504166666666666,6,6,2,70,8,4,11,3,23,,
2716,Scale,0.1385737389815995,0.2475230985112334,0.1133147029847066,0.0,0.0786921650288354,10.497176018426018,0.0147334147334147,6.215604148937483,0.1678977299907963,44.29693257359924,0.0012820512820512,0.7727178989729973,0.2559526961455029,0.0406593406593406,1.2702326781006796,0.2411861401071634,6.478853894769727,31,10,2,145,48,26,127,11,251,0,timestamp dependency
2716,StandardToken,0.2127272727272727,0.0181818181818181,0.4393939393939393,0.0,0.0927272727272727,6.517965587044534,0.02,3.3333333333333335,0.2515151515151515,42.88,0.0,2.001818181818182,0.0763636363636363,0.0,1.84,0.509090909090909,6.027272727272727,16,6,2,92,32,2,45,7,34,0,timestamp dependency
2717,F3DKeysCalcLong,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,4.571428571428571,0.2857142857142857,30.892857142857142,0.0,0.4642857142857143,0.7142857142857143,0.1071428571428571,3.5,0.5357142857142857,5.357142857142857,9,8,2,219,5,10,109,2,28,,
2717,FoMo3Dlong,0.1798626705522397,0.1051388306677334,0.2630273301924343,0.0,0.1494311306427808,6.064524818768972,0.0507431621425481,7.740951696899119,0.0765103091704447,35.888033449916996,0.0,1.0978388107081074,0.2212893845985992,0.0763073866159327,1.2399839215680597,0.4626459629867789,9.049115385844647,21,24,2,221,130,46,309,19,1054,0,timestamp dependency
2717,NameFilter,0.1904761904761904,0.1111111111111111,0.1269841269841269,0.0,0.3809523809523809,4.982142857142857,0.0793650793650793,11.16279069767442,0.0317460317460317,36.58139534883721,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,12.603174603174605,13,20,2,103,56,53,83,20,63,,
2717,PlayerBookInterface,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.875,94.5,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0,4,2,138,0,0,13,0,8,,
2717,SafeMath,0.113101223395341,0.0,0.1755398740692858,0.0,0.1960993799229093,1.646664446664447,0.0334967320261437,6.040436687495511,0.1993493978788096,18.18332824582825,0.0226244343891402,0.7047346716464363,0.2305178481649069,0.1251990112284229,1.2429553017788313,0.0,7.519986413368766,7,16,2,51,13,10,13,5,66,,
2723,LastUnicorn,0.1697050980728617,0.0059722222222222,0.2190188028451752,0.0,0.1551286090303318,6.421755291849396,0.0515734988191183,8.423423074083777,0.0782451733189578,34.772173820430446,0.0,0.9541947725554538,0.1943617862028003,0.070557939677373,1.2771357013452929,0.4416869539707616,10.484619796839045,21,20,2,174,114,52,367,21,985,0,timestamp dependency
2723,NameFilter,0.1904761904761904,0.0,0.1269841269841269,0.0,0.3809523809523809,4.982142857142857,0.0793650793650793,11.627906976744184,0.0317460317460317,37.16279069767442,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,14.333333333333334,13,20,2,103,56,53,83,20,63,,
2723,RSKeysCalc,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,6.285714285714286,0.2857142857142857,32.75,0.0,0.4642857142857143,0.7142857142857143,0.1071428571428571,3.5,0.5357142857142857,7.214285714285714,9,8,2,219,5,10,109,2,28,,
2723,SafeMath,0.1004273504273504,0.0,0.187118437118437,0.0,0.1764957264957264,1.7396336996336998,0.0166666666666666,6.895604395604396,0.2156898656898656,19.458791208791208,0.0153846153846153,0.7162698412698413,0.1589743589743589,0.1267094017094016,1.2327228327228328,0.0,8.556898656898657,7,12,2,51,13,6,11,5,49,,
2723,UnicornBookInterface,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.875,94.5,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0,4,2,138,0,0,13,0,8,,
2723,UnicornInterfaceForForwarder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,54.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0,4,2,54,0,0,5,0,1,,
2724,KeysCalc,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,6.285714285714286,0.2857142857142857,32.607142857142854,0.0,0.4642857142857143,0.7142857142857143,0.1071428571428571,3.5,0.5357142857142857,7.071428571428571,9,8,2,219,5,10,109,2,28,,
2724,NameFilter,0.1967213114754098,0.1147540983606557,0.0163934426229508,0.0,0.3934426229508196,4.982142857142857,0.081967213114754,11.317073170731708,0.0327868852459016,31.5609756097561,0.0163934426229508,0.918032786885246,0.8688524590163934,0.081967213114754,0.9836065573770492,0.0163934426229508,12.327868852459016,13,20,2,83,56,53,70,20,61,,
2724,POOHMO,0.1869415626448209,0.1059374415499679,0.2207600285702733,0.0,0.1484350707647314,6.103242571298478,0.0486330536807005,8.273073392765099,0.0839534416557252,35.91122764181924,0.0,1.1197753837091502,0.2221059818682506,0.0758646621029263,1.233522637948684,0.4500075118642652,9.258197996490996,24,20,2,221,95,28,110,22,1005,0,block number dependency
2724,PlayerBookInterface,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.875,94.5,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0,4,2,138,0,0,13,0,8,,
2724,SafeMath,0.113101223395341,0.0,0.1755398740692858,0.0,0.1960993799229093,1.646664446664447,0.0334967320261437,7.23653307476837,0.1993493978788096,19.379424633101102,0.0226244343891402,0.7047346716464363,0.2305178481649069,0.1251990112284229,1.2429553017788313,0.0,8.716082800641624,7,16,2,51,13,10,13,5,66,,
273,AcceptsProofofHumanity,0.0,0.0,1.0,0.0,0.25,3.0,0.0,5.0,0.5,60.125,0.0,0.5,0.0,0.0,2.75,0.125,10.0,13,8,1,95,4,0,8,1,5,0,unchecked external call
273,ProofofHumanity,0.1476909578761878,0.0469592236857797,0.1230165083452149,0.0673752938330327,0.086757798854573,11.096052687621084,0.0178869635858883,7.061037639959209,0.1536390796728369,32.66137912020265,0.0032051282051282,0.8241683024509353,0.1931808272573373,0.0974408491520903,1.3233361423048835,0.158026576957434,7.572578612750664,27,28,2,139,89,16,301,14,513,0,unchecked external call
273,SafeMath,0.1229166666666666,0.0,0.1854166666666666,0.0833333333333333,0.35,1.6145833333333333,0.03125,6.475,0.3708333333333333,28.4,0.0,0.9875,0.125,0.2166666666666666,1.525,0.0,9.075,6,12,2,72,8,4,17,3,23,,
2734,DivMultisigHackable,0.0895572263993316,0.0,0.0058479532163742,0.0,0.1409356725146199,6.503409758965315,0.0058479532163742,2.108994708994709,0.5074631021999443,28.358818342151675,0.0058479532163742,1.019089390142022,0.1358395989974937,0.1179197994987468,2.188610414926204,0.5081314397103871,3.8436229462545257,15,8,2,83,30,14,39,7,57,1,block number dependency
2734,HourglassInterface,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,4.0,1.4444444444444444,59.44444444444444,0.0,0.0,0.0,0.0,3.111111111111111,0.0,7.777777777777778,0,4,2,90,0,0,8,0,9,,
2734,Owned,0.2222222222222222,0.0,0.0555555555555555,0.0,0.2777777777777777,6.888888888888888,0.0,6.0,0.1666666666666666,28.222222222222225,0.0,1.1666666666666667,0.1111111111111111,0.0,1.3333333333333333,0.1388888888888888,7.722222222222222,20,8,1,68,9,2,21,4,13,0,block number dependency
2736,BasicToken,0.0,0.0,0.0,0.0,0.0,9.5,0.0,2.6666666666666665,0.6666666666666666,30.333333333333336,0.0,0.5,0.0,0.0,2.0,0.0,5.166666666666666,12,4,2,68,2,0,9,1,6,0,timestamp dependency
2736,ControllableToken,0.125,0.0,0.4107142857142857,0.0,0.0,6.194047619047619,0.0,6.142857142857142,0.1339285714285714,30.794642857142858,0.0,1.0892857142857144,0.125,0.0,1.7142857142857144,0.1696428571428571,7.866071428571429,11,8,1,75,7,2,16,2,22,0,timestamp dependency
2736,DisbursementHandler,0.1333333333333333,0.2,0.2,0.0,0.2,11.789473684210526,0.0,6.909090909090909,0.0666666666666666,49.90909090909091,0.0,1.2666666666666666,0.1333333333333333,0.0,0.8,0.4,7.266666666666667,24,8,1,86,19,2,66,4,15,1,timestamp dependency
2736,ECRecovery,0.081081081081081,0.054054054054054,0.1497747747747747,0.0,0.0135135135135135,4.590909090909091,0.0405405405405405,4.0600000000000005,0.1103603603603603,17.64,0.0,0.3806306306306306,0.2432432432432432,0.0135135135135135,0.954954954954955,0.0135135135135135,4.885135135135135,9,6,2,47,22,18,24,6,49,,
2736,EthPriceFeedI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,57.666666666666664,0.0,0.0,0.0,0.0,4.0,0.0,8.333333333333334,0,4,2,66,0,0,7,0,3,,
2736,Math,0.0,0.0,0.3333333333333333,0.0,0.5555555555555555,1.0,0.0,2.6666666666666665,0.6666666666666666,33.0,0.0,1.3333333333333333,0.0,0.0,2.0,0.0,8.0,1,4,2,73,4,0,10,2,9,,
2736,Ownable,0.1625,0.0,0.05,0.0,0.125,8.598214285714285,0.0,2.966666666666667,0.1958333333333333,28.03333333333333,0.0,1.1,0.225,0.0,1.875,0.0625,4.570833333333333,20,4,1,66,7,2,21,3,16,0,timestamp dependency
2736,SafeERC20,0.0,0.0,0.8333333333333334,0.0,0.0,5.116666666666666,0.0,2.844444444444445,0.2555555555555555,32.65555555555556,0.0,1.0555555555555556,0.0,0.0,2.0444444444444443,0.2555555555555555,5.077777777777778,7,4,1,79,5,0,15,1,16,,
2736,SafeMath,0.0708333333333333,0.0208333333333333,0.1749999999999999,0.0,0.3083333333333333,1.5674603174603174,0.0208333333333333,3.154166666666667,0.35,25.425,0.0,0.9333333333333332,0.0833333333333333,0.1958333333333333,1.4,0.0,6.170833333333333,6,6,2,72,9,4,10,3,27,,
2736,Sale,0.0793978937728937,0.0727426739926739,0.2181761294261294,0.0,0.2026320207570207,11.556244706380577,0.009047619047619,6.683168613357292,0.2193170024420024,38.45789907157832,0.0,1.0802907509157509,0.1051785714285714,0.0,1.6851037851037851,0.1865338827838827,7.953126526251526,26,16,2,101,69,8,178,7,167,0,timestamp dependency
2736,StandardToken,0.1177083333333333,0.0,0.284375,0.0,0.015625,6.725581983805668,0.015625,3.4375,0.1364583333333333,25.304166666666667,0.0,1.0427083333333331,0.03125,0.0,1.05,0.2979166666666666,4.798958333333333,16,6,2,76,19,2,45,5,43,0,timestamp dependency
2736,StateMachine,0.1366310160427807,0.0741978609625668,0.0769886363636363,0.0,0.0628342245989304,8.557340191511388,0.0073529411764705,7.142279942279942,0.2156528520499108,33.098584054834056,0.0334224598930481,0.8424186720142602,0.1925133689839572,0.0594919786096256,1.2947526737967914,0.2718917112299465,7.931522950089127,22,20,2,79,23,18,44,8,71,0,block number dependency
2736,TimedStateMachine,0.0303030303030303,0.0909090909090909,0.0909090909090909,0.0,0.3131313131313131,8.706349206349207,0.0303030303030303,6.0555555555555545,0.3636363636363636,41.833333333333336,0.0,0.9797979797979798,0.0606060606060606,0.0,1.7575757575757576,0.1414141414141414,7.555555555555556,18,12,2,79,14,2,44,4,17,1,timestamp dependency
2736,Vault,0.2255102040816326,0.0408163265306122,0.0561224489795918,0.0,0.2397959183673469,8.647275576897426,0.0280612244897959,6.751020408163265,0.148469387755102,37.534183673469386,0.0,1.4887755102040816,0.1581632653061224,0.0,1.825510204081633,0.4806122448979592,8.095408163265306,21,12,2,99,18,4,47,5,50,0,timestamp dependency
2736,Whitelistable,0.1713203463203463,0.0,0.0844155844155844,0.0,0.125974025974026,6.900340136054422,0.0,6.225541125541126,0.120021645021645,26.79577922077922,0.0285714285714285,0.9743506493506492,0.1285714285714286,0.0571428571428571,1.3346320346320346,0.0902597402597402,7.783874458874458,16,12,2,78,7,2,17,3,39,0,timestamp dependency
274,Hacienda,0.0994281045751633,0.0,0.4229633520074696,0.0,0.1770541549953314,6.517525183150183,0.0138888888888888,6.912698412698413,0.1384045284780578,41.0797619047619,0.0,1.5676353874883286,0.0397058823529411,0.1599789915966386,1.3704014939309055,0.2362103174603174,12.348097572362278,16,12,1,101,32,2,34,9,68,0,integer overflow
274,tokenRecipient,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0,0,1,128,0,0,16,0,1,,
2740,F3DKeysCalcShort,0.0,0.0,0.0714285714285714,0.0,0.0,5.25,0.0,6.285714285714286,0.2857142857142857,32.607142857142854,0.0,0.4642857142857143,0.7142857142857143,0.1071428571428571,3.5,0.5357142857142857,7.071428571428571,9,8,2,219,5,10,109,2,28,,
2740,FoMo3Dshort,0.1808424652394462,0.1073082504123065,0.2515260319729194,0.0,0.1457314695882241,6.031809781466371,0.0498079233717533,8.39505271843567,0.078602293456379,36.28876326794101,0.0,1.0898749744334464,0.2207494350092102,0.0755109543291902,1.2302510717307844,0.4672280840735111,9.476132754926091,21,20,2,221,148,52,365,22,1111,0,block number dependency
2740,NameFilter,0.1904761904761904,0.1111111111111111,0.1269841269841269,0.0,0.3809523809523809,4.982142857142857,0.0793650793650793,11.627906976744184,0.0317460317460317,37.04651162790697,0.0158730158730158,0.8888888888888888,0.8412698412698413,0.0793650793650793,0.9523809523809524,0.0158730158730158,13.11111111111111,13,20,2,103,56,53,83,20,63,,
2740,PlayerBookInterface,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.875,94.5,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0,4,2,138,0,0,13,0,8,,
